approval_no,plant_name,company,address,town_region,country,activity,activity_type
6296,IPOMA,IPOMA,LOT 131 - 132 ZONE INDUSTRIELLE SUD OUEST MOHAMMEDIA,MOHAMMADIA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.68.0047.15,ITAL FISH,ITAL FISH,PORT DE PECHE DE TAN TAN,TAN TAN,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.71.3590.18,JAMAL FRERES,JAMAL FRERES,ZONE INDUSTRIELLE LOT N° 45 VILLE D'EL MARSA LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.71.0182.18,JANAH FRERES CONSERVE,JANAH FRERES CONSERVE,LOT 40 ZI EL MARSA LAAYOUNE,LAAYOUNE,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1861,JISA,JISA,PARCELLE N° 89 ET 90 PORT D’ AGADIR,AGADIR,Morocco,CONGELATION ET ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4885,JISAKA,JISAKA,PORT DE BENI NSAR NADOR,NADOR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3605,JOSICOP,JOSICOP,ZONE INDUSTRIELLE N° 103 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3117,JOUMAD FRIGO,JOUMAD FRIGO,LOT N° 211 ET 212 ZONE INDUSTRIELLE HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3410,KACEM PECHE,KACEM PECHE,LOT N° 63 Z . I ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.72.0074.16,KATASAB FISH SARL,KATASAB FISH SARL,N° 50 ZONE INDUSTRIELLE AL FATH BOUJDOUR,BOUJDOUR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.71.0031.15,KB FISH,KB FISH,"ZONE INDUSTRIELLE, EL MARSA, LAAYOUNE",LAAYOUNE,Morocco,HUILE DE POISSON A CONSOMMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.34.0221.19,KLAAS PUUL HAND PEELED,KLAAS PUUL HAND PEELED,"ZONE FRANCHE, ILOT N°1, LOT N°7, TANGER",TANGER,Morocco,DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE"
PP.34.0013.14,KLAAS PUUL MAROC,KLAAS PUUL MAROC,"Z.I. AL MAJD, BEHAER, AOUAMA TANGER",TANGER,Morocco,DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3999,KOMEZMAR,KOMEZMAR,LOT N° 99 Z I BIR RAMI KENITRA,KENITRA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.71.3460.18,KOMO FISH,KOMO FISH,"LOT N°47,ZONE INDUSTRIELLE EL MARSA LAAYOUNE",LAAYOUNE,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1767,L’ESPADON,L’ESPADON,Q I AGADIR,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.25.0043.15,LA BEL VIE,LA BEL VIE,"ANGLE ROUTE NATIONALE N° 1 ET NATIONALE N° 8 COMMUNE TIKIOUINE AGADIR IDAOUTANATE,AGADIR",AGADIR,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3432,LA VICTOIRE FISH,LA VICTOIRE FISH,N° 127/B2 ZONE INDUSTRIELLE TASSILA AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4012,LAAYOUNE CONSERVE NAGJIR,LAAYOUNE CONSERVE NAGJIR,LOT 38 Z I VILLE EL MARSA LAAYOUNE PORT,LAAYOUNE,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.71.0061.15,LAAYOUNE PROTEINE,LAAYOUNE PROTEINE,"ZONE INDUSTRIELLE EL MARSA, B.P,41,LAAYOUNE",LAAYOUNE,Morocco,HUILE DE POISSON A CONSOMMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.25.0002.14,LADRARMAR,LADRARMAR,"N° 87, ZONE INDUSTRIELLE TASSILA III TIKIOUINE,AGADIR",AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.25.0100.16,LADRARMAR 2,LADRARMAR 2,Z.I Tassila3 N° 87 Tikouine Agadir,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PP.7.0050.15,LAURA FISH,LAURA FISH,LOT N° 709 PARC INDUSTRIEL SAPINO NOUACEUR CASABLANCA,CASABLANCA,Morocco,"CONDITIONNEMENT DES PP A L'ETAT FRAIS, CONGELATION, CUISSON, FILETAGE, DECORTIVAGE DES CREVETTES ET PREPARATION DES PRODUITS DE LA PECHE MARINES A L'ETAT FRAIS ET CONGELE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.7.0052.15,LAURA FISH,LAURA FISH,LOT N° 709 PAC INDUSTRIEL SAPINO NOUACER CASABLANCA,CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PP.7.0037.14,LE FUMET DE L'ATLAS,LE FUMET DE L'ATLAS,9-10 Z.I DAR BOUAZZA PROVINCE DE NOUCEUR CASABLANCA,CASABLANCA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,FILETAGE ET FUMAGE DU POISSON ET DES PRODUITS D'AQUACULTURE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1312,LES FRIGORIFIQUES BOUZERGHTOUN,LES FRIGORIFIQUES BOUZERGHTOUN,DOUAR LAGOUASSEM BOUSKOURA PAR SIDI MAAROUF ZONE RURALE CASABLANCA,CASABLANCA,Morocco,"CONGELATION, FILETAGE, DECORTICAGE DES CREVETTES, EXTRACTION ET CONGELATION DE LA VESSIE NATATOIRE DE LA COURBINE ET CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1885,LGMC /CHERIFIENNE,LGMC /CHERIFIENNE,ROUTE ELL YOUDI BP 96 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2469,LGMC /COMOSA,LGMC /COMOSA,ROUTE EL YOUDI BP 96 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2715,LGMC /MARIANA,LGMC /MARIANA,ROUTE DU JORF EL YOUDI BP 96 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1418,LGMC/ AMIAROC,LGMC/ AMIAROC,Q I AGADIR,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.7.0117.16,LIVING FISH 1,LIVING FISH 1,LOT N° 1102 ZONE INDUSTRIELLE SAPINO PROVINCE DE NOUCEUR CASABLANCA,CASABLANCA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.7.0118.16,LIVING FISH 2,LIVING FISH 2,LOT N° 1102 ZONE INDUSTRIELLE SAPINO PROVINCE DE NOUCEUR CASABLANCA,CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PEF.7.0062.15,LOGICOLD,LOGICOLD,POLE INDUSTRIEL ONDA NOUACEUR CASABLANCA,CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
6359,LOGIFOOD,LOGIFOOD,LOT 115 PARC INDUSTRIEL OULED SALEH PROVINCE DE NOUCEUR CASABLANCA,CASABLANCA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3123,LOMEN FRIGO,LOMEN FRIGO,Z.I HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.6.0261.20,LOTRAF,LOTRAF,"Zone logistique SNTL, entrepôt D5. Zi MOHAMMEDIA",MOHAMMEDIA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
4000,LONJA SELECCION,LONJA SELECCION,LOT N° 86 ZONE INDUSTRIELLE DAR BOUAZZA REGION DE CASA,CASABLANCA,Morocco,CUISSON et CONGELATION ET RECUPERATION DES CARAPACES VIDES DES CRABES ET DES OURSINS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3427,LOTTE FISHING,LOTTE FISHING,ZONE PORTUAIRE PARCELLE N3 DAKHLA,DAKHLA,Morocco,"congélation des PP, filtage et conditionnement des PP","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3221,MAALAININE FRIGO,MAALAININE FRIGO,NOUVELLE ZI LOTS 12 ET 13 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
5879,MALUFRA,MALUFRA,Z.I N° 364 ROUTE DEBDOU BP 53 TAOURIRT,TAOURIRT,Morocco,"DECORTICAGE DES CREVETTES, CONGELATION DES CARAPACES DE CREVETTES DESTIN2ES A LA CONSOMMATION HUMAINE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4659,MANAL FRIGO,MANAL FRIGO,"Z I OULED ESSALAM LOT N° 226, BP N° 841 DAKHLA",DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1927,MAPI,MAPI,RUE DE DJORF LIHOUDI QUARTIER INDUSTRIELLE SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.74.0178.18,MAR SEAFOOD,MAR SEAFOOD,"LOT N° 140, ZONE INDUSTRIELLE HAY ESSALAM, DAKHLA",DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3325,MARISCO SERVISUR,MARISCO SERVISUR,PORT DE BENI NSAR NADOR,NADOR,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4522,MARJANE HOLDING,MARJANE HOLDING,"13, RUE MUSTAPHA EL MAÂNI CASABLANCA",CASABLANCA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.25.0242.20,MAROC INDUSTRIE OVERSAE,MAROC INDUSTRIE OVERSAE,"PARCELLE N° 280 ANCIEN PORT, AGADIR",AGADIR,Morocco,"TRAITEMENT ET CONGELATION DES PRODUITS DE LA PECHE, FILETAGE DES PRODUITS DE LA PECHE ET CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.53.0076.16,MARO PAWS SARL AU,MARO PAWS SARL AU,LOT 157 Z.I EL JADIDA ROUTE DE MARRAKECH,EL JADIDA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CONGELATION ET DECORTICAGE DES CREVETTES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2888,MAROMAR,MAROMAR,NOUVEAU PORT DE LARACHE BP 573 LARACHE,LARACHE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4972,MAROMEGA,MAROMEGA,PORT DE PECHE DE TAN TAN,TAN TAN,Morocco,HUILE DE POISSON A CONSOMMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3960,MARPEX,MARPEX,ANCIEN PORT D'AGADIR PARCELLE N° 70,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.7.0240.20,MEAT CORP,MEAT CORP,"LOT 136, COMPLEXE INDUSTRIEL SAPINO, Province de NOUACEUR",MEDIOUNA/NOUACEUR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.7.0228.19,MATRAVIA,MATRAVIA,"LOT 29 PARC INDUSTRIEL DE BOUSKOURA, NOUACEUR",MEDIOUNA/NOUACEUR,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, FILETAGE, DECORTICAGE DES CREVETTES, CUISSON DES CRUSTAC2S ET CONGELATION","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.34.0204.19,MED PECHE,MED PECHE,Nouveau port de pêche de Tanger,TANGER,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
5649,MED SEA FOOD,MED SEA FOOD,LOT 814 ZONE INDUSTIRIELLE AL MAJD TANGER,TANGER,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3280,MELLALE PECHE,MELLALE PECHE,Z.I ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4279,MER FRUIT,MER FRUIT,PORT DE BENI NSAR NADOR,NADOR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.19.124.17,MERZAGA,MERZAGA,LOT N° 656 AL MASSAR ROUTE DE SAFI MARRAKECH,MARRAKECH,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
5898,MERVEILLES DES MERS,MERVEILLES DES MERS,BP 270 ZONE INDUSTRIEL ROUTE TELEMZOUNE TAN TAN,TAN TAN,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.68.0224.19,MERVEILLES DES MERS 2,MERVEILLES DES MERS 2,ZONE INDUSTRIEL ROUTE TELEMZOUNE TAN TAN 82000,TAN TAN,Morocco,"CONGELATION DES PETITS PELAGIQUES ETETES, EVISCERES ET FILETES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1347,MIDAV,MIDAV,ROUTE SIDI OUASSEL BP 301 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.9.0158.18,MIDL FISH,MIDL FISH,21 LOT NAMAE BENSOUDA FES,FES,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
4690,MIFACOP,MIFACOP,PORT DE BENI NSAR NADOR,NADOR,Morocco,CONGELATION ET CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2348,MIPROMER,MIPROMER,PARCELLE N 85 BP 1712 NOUVEAU PORT AGADIR,AGADIR,Morocco,CONGELATION ET ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3515,MOHDAVNOR,MOHDAVNOR,ZONE FRANCHE DE TANGER,TANGER,Morocco,DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.5.0001.14,MOUSSAOUI FISH FOOD,MOUSSAOUI FISH FOOD,N°97 HAY RAJAA ANGLE RUE DES PLEIADES ET ALLEE DES LIONS CASABLANCA,CASABLANCA,Morocco,CONGELATION ET ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.5.0129.17,MOUSSAOUI FISH FOOD 2,MOUSSAOUI FISH FOOD 2,N° 97 HAY RAJJA RUE DES PLEIADES ET A LLEE DES LIONS CASABLANCA,CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
2388,MOUTEI ET GONZALEZ,MOUTEI ET GONZALEZ,AVANT PORT DE MEHDIA KENITRA,KENITRA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.25.0045.16,MULTI MEAT,MULTI MEAT,LOT N° 280 (E63) ZONE INDUSTRIELLE TASSILA II AGADIR,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PP.26.0040.14,NABAOCTOPUS,NABAOCTOPUS,N° 674 FARHAT HACHAD Z.I DCHEIRA EL JIHADIA INEZGANE AIT MELLOUL AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3879,NEPTON FRIGO,NEPTON FRIGO,"Z.I. EXTRA PORTUAIRE BP 317, EL OUATIA, TANTAN PLAGE",TAN TAN,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.34.0227.19,NERMINE FISH,NERMINE FISH,Lot n° 33 ZONE INDUSTRIELLE GZENAYA TANGER,TANGER,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
